Gravité de l'accident;Type d'accident;Mois de l'accident;Genre de route;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Accident avec blessés graves;Accident concernant des piétons;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;1
Accident avec blessés graves;Accident concernant des piétons;Octobre;Route principale;18;24;20;22;26;20;21;19;22;20;16
Accident avec blessés graves;Accident concernant des piétons;Octobre;Route secondaire;23;27;15;22;19;23;15;14;22;20;18
Accident avec blessés graves;Accident concernant des piétons;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Octobre;Autre;3;6;6;12;5;4;3;3;5;4;6
Accident avec blessés graves;Accident concernant des piétons;Novembre;Autoroute;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Novembre;Route principale;29;36;30;32;25;26;13;23;19;34;21
Accident avec blessés graves;Accident concernant des piétons;Novembre;Route secondaire;32;17;26;18;24;30;25;23;13;24;17
Accident avec blessés graves;Accident concernant des piétons;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Novembre;Autre;0;5;6;2;9;2;6;2;1;4;2
Accident avec blessés graves;Accident concernant des piétons;Décembre;Autoroute;1;0;0;1;0;2;0;0;0;0;1
Accident avec blessés graves;Accident concernant des piétons;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Décembre;Route principale;32;37;23;33;42;33;23;29;24;36;17
Accident avec blessés graves;Accident concernant des piétons;Décembre;Route secondaire;26;31;25;22;29;28;9;33;22;25;14
Accident avec blessés graves;Accident concernant des piétons;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident concernant des piétons;Décembre;Autre;3;3;3;5;5;4;2;4;3;4;6
Accident avec blessés graves;Accident avec un animal;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Janvier;Route principale;1;0;0;0;0;0;0;0;0;3;0
Accident avec blessés graves;Accident avec un animal;Janvier;Route secondaire;0;0;0;0;0;0;1;0;1;1;2
Accident avec blessés graves;Accident avec un animal;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Janvier;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Route principale;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Route secondaire;1;0;1;0;0;0;2;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Février;Autre;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mars;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mars;Route principale;1;1;0;0;0;1;1;2;1;0;0
Accident avec blessés graves;Accident avec un animal;Mars;Route secondaire;3;0;2;1;1;3;1;0;0;2;1
Accident avec blessés graves;Accident avec un animal;Mars;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mars;Autre;0;0;0;0;0;0;0;0;0;1;0
Accident avec blessés graves;Accident avec un animal;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Avril;Route principale;1;0;1;1;1;2;0;0;0;0;2
Accident avec blessés graves;Accident avec un animal;Avril;Route secondaire;2;5;0;4;2;0;0;1;0;0;0
Accident avec blessés graves;Accident avec un animal;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Avril;Autre;0;0;1;0;1;0;1;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mai;Autoroute;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Accident avec un animal;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mai;Route principale;0;0;2;1;2;1;0;1;0;0;0
Accident avec blessés graves;Accident avec un animal;Mai;Route secondaire;0;3;1;1;1;0;1;3;2;1;1
Accident avec blessés graves;Accident avec un animal;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Mai;Autre;0;0;0;1;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juin;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juin;Route principale;2;2;1;4;2;3;0;0;0;2;0
Accident avec blessés graves;Accident avec un animal;Juin;Route secondaire;2;3;2;2;3;1;3;6;2;2;3
Accident avec blessés graves;Accident avec un animal;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juin;Autre;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juillet;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juillet;Route principale;0;4;1;1;1;0;1;4;0;0;0
Accident avec blessés graves;Accident avec un animal;Juillet;Route secondaire;2;3;2;2;3;2;2;4;0;2;3
Accident avec blessés graves;Accident avec un animal;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Juillet;Autre;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Août;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Août;Route principale;1;1;3;2;2;2;3;0;2;1;1
Accident avec blessés graves;Accident avec un animal;Août;Route secondaire;3;3;1;2;2;1;6;2;1;1;3
Accident avec blessés graves;Accident avec un animal;Août;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Août;Autre;0;1;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Accident avec un animal;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Septembre;Route principale;1;0;2;0;1;3;2;2;2;0;1
Accident avec blessés graves;Accident avec un animal;Septembre;Route secondaire;2;3;0;0;2;1;1;3;4;2;1
Accident avec blessés graves;Accident avec un animal;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Septembre;Autre;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Accident avec un animal;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Octobre;Route principale;0;0;1;1;2;2;1;0;0;1;1
Accident avec blessés graves;Accident avec un animal;Octobre;Route secondaire;0;0;1;0;3;0;2;4;0;0;1
Accident avec blessés graves;Accident avec un animal;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Octobre;Autre;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Novembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Novembre;Route principale;0;1;0;0;1;1;1;0;1;0;2
Accident avec blessés graves;Accident avec un animal;Novembre;Route secondaire;0;1;0;0;0;1;1;1;0;1;0
Accident avec blessés graves;Accident avec un animal;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Novembre;Autre;0;0;0;0;0;1;1;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Décembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Décembre;Route principale;1;0;0;0;0;0;0;0;0;0;1
Accident avec blessés graves;Accident avec un animal;Décembre;Route secondaire;1;0;0;0;1;0;0;0;0;1;1
Accident avec blessés graves;Accident avec un animal;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Accident avec un animal;Décembre;Autre;0;0;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Autre;Janvier;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Janvier;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Janvier;Route principale;2;1;1;0;0;2;0;2;0;0;0
Accident avec blessés graves;Autre;Janvier;Route secondaire;2;0;0;0;0;2;3;1;3;4;2
Accident avec blessés graves;Autre;Janvier;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Janvier;Autre;1;0;0;0;0;0;0;0;1;0;0
Accident avec blessés graves;Autre;Février;Autoroute;1;0;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Autre;Février;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Février;Route principale;0;0;1;0;1;0;0;0;0;1;0
Accident avec blessés graves;Autre;Février;Route secondaire;0;3;3;1;1;2;1;0;1;0;0
Accident avec blessés graves;Autre;Février;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Février;Autre;0;0;0;0;0;1;0;1;0;2;1
Accident avec blessés graves;Autre;Mars;Autoroute;0;0;0;1;0;0;0;1;0;0;0
Accident avec blessés graves;Autre;Mars;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Mars;Route principale;0;1;1;1;0;4;0;1;1;2;0
Accident avec blessés graves;Autre;Mars;Route secondaire;0;1;1;1;1;0;0;1;2;2;1
Accident avec blessés graves;Autre;Mars;Semi-autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés graves;Autre;Mars;Autre;0;0;0;0;2;0;1;0;1;0;2
Accident avec blessés graves;Autre;Avril;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Avril;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Avril;Route principale;0;1;0;3;1;2;0;1;1;0;2
Accident avec blessés graves;Autre;Avril;Route secondaire;2;0;1;1;1;2;3;2;2;2;5
Accident avec blessés graves;Autre;Avril;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Avril;Autre;0;0;0;1;0;1;0;0;1;0;1
Accident avec blessés graves;Autre;Mai;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Mai;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Mai;Route principale;3;1;1;2;2;1;0;0;1;2;0
Accident avec blessés graves;Autre;Mai;Route secondaire;5;2;2;1;3;2;0;1;1;3;1
Accident avec blessés graves;Autre;Mai;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Mai;Autre;0;0;0;0;0;0;0;1;1;0;1
Accident avec blessés graves;Autre;Juin;Autoroute;0;1;0;1;1;0;0;1;0;0;0
Accident avec blessés graves;Autre;Juin;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Juin;Route principale;0;1;0;0;2;1;1;1;0;0;0
Accident avec blessés graves;Autre;Juin;Route secondaire;1;1;1;1;4;1;0;2;9;3;5
Accident avec blessés graves;Autre;Juin;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Juin;Autre;0;2;1;2;1;1;1;0;1;0;0
Accident avec blessés graves;Autre;Juillet;Autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés graves;Autre;Juillet;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Juillet;Route principale;0;3;0;1;1;2;0;2;0;0;1
Accident avec blessés graves;Autre;Juillet;Route secondaire;0;0;0;0;2;2;2;0;3;1;2
Accident avec blessés graves;Autre;Juillet;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Juillet;Autre;0;1;0;0;2;0;1;0;0;0;1
Accident avec blessés graves;Autre;Août;Autoroute;1;0;1;1;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Août;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Août;Route principale;0;0;1;0;4;0;3;0;1;2;1
Accident avec blessés graves;Autre;Août;Route secondaire;3;3;3;1;1;2;3;2;2;4;5
Accident avec blessés graves;Autre;Août;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Août;Autre;0;0;0;0;0;1;3;0;0;0;2
Accident avec blessés graves;Autre;Septembre;Autoroute;0;0;0;0;0;0;0;0;0;1;0
Accident avec blessés graves;Autre;Septembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Septembre;Route principale;0;0;1;1;0;1;1;2;1;0;2
Accident avec blessés graves;Autre;Septembre;Route secondaire;2;0;4;0;1;1;1;2;0;4;2
Accident avec blessés graves;Autre;Septembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Septembre;Autre;1;0;1;0;1;0;2;0;0;1;0
Accident avec blessés graves;Autre;Octobre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Octobre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Octobre;Route principale;3;3;1;0;1;1;3;1;2;1;1
Accident avec blessés graves;Autre;Octobre;Route secondaire;3;1;2;0;4;2;1;2;2;3;0
Accident avec blessés graves;Autre;Octobre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Octobre;Autre;1;0;0;0;0;0;1;0;0;1;2
Accident avec blessés graves;Autre;Novembre;Autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Novembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Novembre;Route principale;1;1;1;1;1;0;1;0;2;1;2
Accident avec blessés graves;Autre;Novembre;Route secondaire;1;1;0;1;2;1;3;2;0;0;2
Accident avec blessés graves;Autre;Novembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Novembre;Autre;1;0;0;0;0;0;0;1;0;2;0
Accident avec blessés graves;Autre;Décembre;Autoroute;0;0;0;0;0;0;0;1;0;0;0
Accident avec blessés graves;Autre;Décembre;Installation annexe sur autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Décembre;Route principale;0;0;0;0;0;1;0;0;1;3;1
Accident avec blessés graves;Autre;Décembre;Route secondaire;0;1;3;0;0;2;3;0;1;2;2
Accident avec blessés graves;Autre;Décembre;Semi-autoroute;0;0;0;0;0;0;0;0;0;0;0
Accident avec blessés graves;Autre;Décembre;Autre;1;1;1;0;0;0;0;1;1;0;0
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Autoroute;39;39;53;44;21;41;32;43;29;19;41
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Installation annexe sur autoroute;0;0;0;0;0;1;0;0;0;0;0
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Route principale;90;107;110;171;90;134;120;125;115;119;115
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Route secondaire;86;98;103;119;84;96;125;87;97;104;113
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Semi-autoroute;3;2;4;2;1;2;4;2;7;3;1
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Janvier;Autre;4;9;6;4;10;8;12;8;6;8;8
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Autoroute;42;42;26;19;34;26;38;21;17;21;29
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Installation annexe sur autoroute;0;0;0;0;1;0;0;0;0;0;0
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Route principale;97;94;90;110;97;134;99;74;106;89;85
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Route secondaire;79;64;69;104;85;100;112;87;107;94;105
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Semi-autoroute;3;2;3;3;3;0;4;1;3;1;1
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Février;Autre;5;4;9;5;6;4;6;9;11;10;14
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Autoroute;44;28;29;31;35;29;19;27;22;27;32
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Installation annexe sur autoroute;0;1;0;0;1;0;1;1;0;0;0
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Route principale;111;97;92;99;120;124;81;105;126;129;96
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Route secondaire;126;96;92;102;106;114;86;142;151;128;139
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Semi-autoroute;4;1;3;2;6;3;2;4;2;4;2
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Mars;Autre;9;9;11;14;4;12;9;11;9;18;11
Accident avec blessés légers;Accident lors d'un dérapage ou d'une perte de maîtrise;Avril;Autoroute;32;30;39;36;26;28;11;26;39;27;40
